DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
DeliveryDate,1:00,AEEC,22.05,N
DeliveryDate,1:00,AMISTAD_ALL,22.75,N
DeliveryDate,1:00,AMOCOOIL_CC1,21.97,N
DeliveryDate,1:00,AMOCOOIL_CC2,21.97,N
DeliveryDate,1:00,AMOCO_PUN1,21.97,N
DeliveryDate,1:00,AMOCO_PUN2,21.97,N
DeliveryDate,1:00,AMO_AMOCO_1,21.97,N
DeliveryDate,1:00,AMO_AMOCO_2,21.97,N
DeliveryDate,1:00,AMO_AMOCO_5,21.97,N
DeliveryDate,1:00,AMO_AMOCO_G1,21.97,N
DeliveryDate,1:00,AMO_AMOCO_G2,21.97,N
DeliveryDate,1:00,AMO_AMOCO_G3,21.97,N
DeliveryDate,1:00,AMO_AMOCO_S1,21.97,N
DeliveryDate,1:00,AMO_AMOCO_S2,21.97,N
DeliveryDate,1:00,ANACACHO_ANA,22.75,N
DeliveryDate,1:00,ATK_ATKINSG7,22.19,N
DeliveryDate,1:00,AUSTPL_ALL,22.31,N
DeliveryDate,1:00,AZ_ALL,22,N
DeliveryDate,1:00,BAC_RN_ALL,21.97,N
DeliveryDate,1:00,BAFFIN_ALL,23.81,N
DeliveryDate,1:00,BASTEN_CC1,22.3,N
DeliveryDate,1:00,BASTEN_CCU,22.3,N
DeliveryDate,1:00,BBSES_UNIT1,22.13,N
DeliveryDate,1:00,BBSES_UNIT2,22.13,N
DeliveryDate,1:00,BCATWD_WD_1,22.18,N
DeliveryDate,1:00,BFM_HYD_ST1,21.99,N
DeliveryDate,1:00,BLSMT1_5_A_6,22.14,N
DeliveryDate,1:00,BOOTLEG_UN1,22.35,N
DeliveryDate,1:00,BORDAS_345,23.31,N
DeliveryDate,1:00,BORDAS_ALL,23.41,N
DeliveryDate,1:00,BOSQUESW_CC1,22.18,N
DeliveryDate,1:00,BOSQUESW_CC2,22.18,N
DeliveryDate,1:00,BOSQ_BSQSU_5,22.18,N
DeliveryDate,1:00,BOSQ_BSQS_12,22.18,N
DeliveryDate,1:00,BOSQ_BSQS_34,22.18,N
DeliveryDate,1:00,BRAUNIG_CC1,22.58,N
DeliveryDate,1:00,BRAUNIG_VHB1,22.54,N
DeliveryDate,1:00,BRAUNIG_VHB2,22.54,N
DeliveryDate,1:00,BRAUNIG_VHB3,22.55,N
DeliveryDate,1:00,BRAZ_WND_ALL,22.12,N
DeliveryDate,1:00,BRA_AVR1_CT2,22.58,N
DeliveryDate,1:00,BRA_AVR_CST1,22.58,N
DeliveryDate,1:00,BRISCOE_WIND,22.08,N
DeliveryDate,1:00,BRTSW_BCW1,22.18,N
DeliveryDate,1:00,BR_VHB6CT5_6,22.54,N
DeliveryDate,1:00,BR_VHB6CT7_8,22.54,N
DeliveryDate,1:00,BSF_PUN1,21.88,N
DeliveryDate,1:00,BSF_PUN2,21.88,N
DeliveryDate,1:00,BTE_BTE_G1,22.01,N
DeliveryDate,1:00,BTE_BTE_G2,22.01,N
DeliveryDate,1:00,BTE_BTE_G3,22.01,N
DeliveryDate,1:00,BTE_BTE_G4,22.01,N
DeliveryDate,1:00,BTE_CC1,22.01,N
DeliveryDate,1:00,BTE_PUN1,22.01,N
DeliveryDate,1:00,BTE_PUN2,22.01,N
DeliveryDate,1:00,BUCHAN_ALL,22.31,N
DeliveryDate,1:00,BUCKTHRN_RN,22.17,N
DeliveryDate,1:00,BUFF_GAP_ALL,22.26,N
DeliveryDate,1:00,BULLCRK_1_2,22.51,N
DeliveryDate,1:00,BVE_CC1,21.97,N
DeliveryDate,1:00,BVE_UNIT1,21.97,N
DeliveryDate,1:00,BVE_UNIT2,21.97,N
DeliveryDate,1:00,BVE_UNIT3,21.97,N
DeliveryDate,1:00,BYU_BYU_1,21.99,N
DeliveryDate,1:00,BYU_BYU_12,21.99,N
DeliveryDate,1:00,BYU_BYU_34,21.99,N
DeliveryDate,1:00,BYU_BYU_G8,21.99,N
DeliveryDate,1:00,BYU_CC1,21.99,N
DeliveryDate,1:00,BYU_PUN1,21.99,N
DeliveryDate,1:00,BYU_PUN2,21.99,N
DeliveryDate,1:00,BYU_PUN3,21.99,N
DeliveryDate,1:00,BYU_PUN4,21.99,N
DeliveryDate,1:00,B_DAVIS_3,24.35,N
DeliveryDate,1:00,B_DAVIS_4,24.35,N
DeliveryDate,1:00,B_DAVIS_CC1,24.35,N
DeliveryDate,1:00,B_D_B_DAVIG1,24.35,N
DeliveryDate,1:00,B_D_B_DAVIG2,24.35,N
DeliveryDate,1:00,CALAVER_JKS1,22.6,N
DeliveryDate,1:00,CALAVER_JKS2,22.6,N
DeliveryDate,1:00,CALAVER_JTD1,22.54,N
DeliveryDate,1:00,CALAVER_JTD2,22.54,N
DeliveryDate,1:00,CALAVER_OWS1,22.54,N
DeliveryDate,1:00,CALAVER_OWS2,22.54,N
DeliveryDate,1:00,CALHOUN_ALL,60.38,N
DeliveryDate,1:00,CALLAHA_WND1,22.25,N
DeliveryDate,1:00,CAL_ALL,22,N
DeliveryDate,1:00,CAL_CALGT1,22,N
DeliveryDate,1:00,CAL_CALSTG1,22,N
DeliveryDate,1:00,CAL_CC1,22,N
DeliveryDate,1:00,CAL_PUN1,22,N
DeliveryDate,1:00,CAL_PUN2,22,N
DeliveryDate,1:00,CAMWIND_RN,23.76,N
DeliveryDate,1:00,CAPRIDG4_CR4,22.31,N
DeliveryDate,1:00,CAPRIDGE_ALL,22.31,N
DeliveryDate,1:00,CARBN_BSP_1,22.36,N
DeliveryDate,1:00,CBECII_1,21.94,N
DeliveryDate,1:00,CBECII_2,21.94,N
DeliveryDate,1:00,CBECII_CC3,21.94,N
DeliveryDate,1:00,CBEC_ALL,21.6,N
DeliveryDate,1:00,CBEC_CC1,21.6,N
DeliveryDate,1:00,CBEC_CC2,21.6,N
DeliveryDate,1:00,CBY4_ALL,22.01,N
DeliveryDate,1:00,CBY4_CC1,22.01,N
DeliveryDate,1:00,CBY_CBY_G1,22.01,N
DeliveryDate,1:00,CBY_CBY_G2,22,N
DeliveryDate,1:00,CCEC_CC1,24.54,N
DeliveryDate,1:00,CCEC_GT1,24.54,N
DeliveryDate,1:00,CCEC_GT2,24.54,N
DeliveryDate,1:00,CCEC_PUN1,24.54,N
DeliveryDate,1:00,CCEC_PUN2,24.54,N
DeliveryDate,1:00,CCEC_ST1,24.54,N
DeliveryDate,1:00,CEDROHI_CHW1,23.45,N
DeliveryDate,1:00,CHAMON_UN1,22.01,N
DeliveryDate,1:00,CHAMON_UN2,22.01,N
DeliveryDate,1:00,CHEDPW_GT2,22.02,N
DeliveryDate,1:00,CHE_CC1,22.01,N
DeliveryDate,1:00,CHE_LYD,22,N
DeliveryDate,1:00,CHE_LYD2,22,N
DeliveryDate,1:00,CHE_PUN1,22,N
DeliveryDate,1:00,CHE_PUN2,22,N
DeliveryDate,1:00,COL_COLETOG1,22.79,N
DeliveryDate,1:00,COTPLNS_RN,22.05,N
DeliveryDate,1:00,COTTON_PAP2,25.35,N
DeliveryDate,1:00,CPSES_UNIT1,22.17,N
DeliveryDate,1:00,CPSES_UNIT2,22.17,N
DeliveryDate,1:00,CSC_CSECG1_2,22.08,N
DeliveryDate,1:00,CTL_GT_102,21.99,N
DeliveryDate,1:00,CTL_GT_103,21.99,N
DeliveryDate,1:00,CTL_GT_104,21.99,N
DeliveryDate,1:00,CTL_PUN1,21.99,N
DeliveryDate,1:00,CTL_PUN2,21.99,N
DeliveryDate,1:00,CTL_PUN3,21.99,N
DeliveryDate,1:00,CTL_ST_101,21.99,N
DeliveryDate,1:00,CVC_CC1,22.02,N
DeliveryDate,1:00,CVC_CVCG1_5,22.02,N
DeliveryDate,1:00,CVC_CVC_G2,22.02,N
DeliveryDate,1:00,CVC_CVC_G3,22.02,N
DeliveryDate,1:00,DANSBY_ALL,22.19,N
DeliveryDate,1:00,DC2SES_ALL,22.17,N
DeliveryDate,1:00,DC_E,22.16,N
DeliveryDate,1:00,DC_L,23.32,N
DeliveryDate,1:00,DC_N,22.15,N
DeliveryDate,1:00,DC_R,23.71,N
DeliveryDate,1:00,DC_S,23.25,N
DeliveryDate,1:00,DDPEC_CC1,21.99,N
DeliveryDate,1:00,DDPEC_GT1,21.99,N
DeliveryDate,1:00,DDPEC_GT2,21.99,N
DeliveryDate,1:00,DDPEC_GT3,21.99,N
DeliveryDate,1:00,DDPEC_GT4,21.99,N
DeliveryDate,1:00,DDPEC_GT6,21.99,N
DeliveryDate,1:00,DDPEC_ST1,21.99,N
DeliveryDate,1:00,DECKER_DPG1,22.31,N
DeliveryDate,1:00,DECKER_DPG2,22.31,N
DeliveryDate,1:00,DECKER_GT,22.3,N
DeliveryDate,1:00,DENISON_G1_2,22.16,N
DeliveryDate,1:00,DERMOTT_ALL,21.97,N
DeliveryDate,1:00,DIB_CC1,22,N
DeliveryDate,1:00,DIB_DIB_G1,22,N
DeliveryDate,1:00,DIB_DIB_G2,22,N
DeliveryDate,1:00,DIB_DIB_G3,22,N
DeliveryDate,1:00,DIB_DIB_G4,22,N
DeliveryDate,1:00,DIB_PUN1,22,N
DeliveryDate,1:00,DIB_PUN2,22,N
DeliveryDate,1:00,DOWGEN_PUN1,21.92,N
DeliveryDate,1:00,DOWGEN_PUN2,21.92,N
DeliveryDate,1:00,DOWGEN_PUN3,21.92,N
DeliveryDate,1:00,DOW_61_2_63,21.92,N
DeliveryDate,1:00,DOW_64,21.92,N
DeliveryDate,1:00,DOW_81_2_84,21.92,N
DeliveryDate,1:00,DOW_G37_G35,21.92,N
DeliveryDate,1:00,DOW_G66_ST65,21.92,N
DeliveryDate,1:00,DOW_G67,21.92,N
DeliveryDate,1:00,DOW_G96_ST95,21.92,N
DeliveryDate,1:00,DUKE_CC1,23.72,N
DeliveryDate,1:00,DUKE_GST1CCU,23.72,N
DeliveryDate,1:00,DUKE_GT2_CCU,23.72,N
DeliveryDate,1:00,DUP_DUPV1_G1,53.28,N
DeliveryDate,1:00,DUP_PUN1,53.28,N
DeliveryDate,1:00,DUP_PUN2,53.28,N
DeliveryDate,1:00,DUP_PUN3,53.28,N
DeliveryDate,1:00,DUP_PUN4,53.28,N
DeliveryDate,1:00,ECLIPSE_UN1,22.75,N
DeliveryDate,1:00,ELB_ELBCREEK,22.31,N
DeliveryDate,1:00,ELECTRAW_1_2,22.15,N
DeliveryDate,1:00,ENAS_ENA1,22.34,N
DeliveryDate,1:00,ETCCS_CC1,22.16,N
DeliveryDate,1:00,ETCCS_CCU,22.16,N
DeliveryDate,1:00,EXGNSND_RN,23.51,N
DeliveryDate,1:00,EXGNWTL_1,23.45,N
DeliveryDate,1:00,EXN_14,22.01,N
DeliveryDate,1:00,EXN_1_3,22.01,N
DeliveryDate,1:00,EXN_4,22.01,N
DeliveryDate,1:00,EXN_8,22.01,N
DeliveryDate,1:00,EXN_9_13,22.01,N
DeliveryDate,1:00,EXN_PUN1,22.01,N
DeliveryDate,1:00,EXN_PUN2,22.01,N
DeliveryDate,1:00,EXN_PUN3,22.01,N
DeliveryDate,1:00,FAL_FALCONG1,23.61,N
DeliveryDate,1:00,FAL_FALCONG2,23.61,N
DeliveryDate,1:00,FAL_FALCONG3,23.61,N
DeliveryDate,1:00,FEGC_RN,21.97,N
DeliveryDate,1:00,FERGCC_CC1,22.32,N
DeliveryDate,1:00,FERGCC_GT1_1,22.32,N
DeliveryDate,1:00,FERGCC_GT2_3,22.32,N
DeliveryDate,1:00,FERGCC_ST1_5,22.32,N
DeliveryDate,1:00,FERMI_ALL,22.75,N
DeliveryDate,1:00,FLCNS_CC1,22.29,N
DeliveryDate,1:00,FLCNS_UNIT1,22.29,N
DeliveryDate,1:00,FLCNS_UNIT2,22.29,N
DeliveryDate,1:00,FLCNS_UNIT3,22.29,N
DeliveryDate,1:00,FLTCK_SSI,22.22,N
DeliveryDate,1:00,FLUVANNA_1_2,21.86,N
DeliveryDate,1:00,FORMOSA_CC1,62.54,N
DeliveryDate,1:00,FORMOSA_PUN1,62.45,N
DeliveryDate,1:00,FORMOSA_PUN2,62.45,N
DeliveryDate,1:00,FO_FORMOSA11,62.45,N
DeliveryDate,1:00,FO_FORMOSA12,62.45,N
DeliveryDate,1:00,FO_FORMOSG1,62.54,N
DeliveryDate,1:00,FO_FORMOSG10,62.54,N
DeliveryDate,1:00,FO_FORMOSG2,62.54,N
DeliveryDate,1:00,FO_FORMOSG3,62.54,N
DeliveryDate,1:00,FO_FORMOSG4,62.54,N
DeliveryDate,1:00,FO_FORMOSG5,62.54,N
DeliveryDate,1:00,FO_FORMOSG6,62.54,N
DeliveryDate,1:00,FO_FORMOSG7,62.54,N
DeliveryDate,1:00,FO_FORMOSG8,62.45,N
DeliveryDate,1:00,FO_FORMOSG9,62.54,N
DeliveryDate,1:00,FPPYD_FPP_G1,22.27,N
DeliveryDate,1:00,FPPYD_FPP_G2,22.27,N
DeliveryDate,1:00,FPPYD_FPP_G3,22.27,N
DeliveryDate,1:00,FREC_1_CCU,22.14,N
DeliveryDate,1:00,FREC_2_CCU,22.14,N
DeliveryDate,1:00,FREC_CC1,22.14,N
DeliveryDate,1:00,FREC_CC2,22.14,N
DeliveryDate,1:00,FRNYPP_1_CCU,22.16,N
DeliveryDate,1:00,FRNYPP_2_CCU,22.16,N
DeliveryDate,1:00,FRNYPP_CC1,22.16,N
DeliveryDate,1:00,FRNYPP_CC2,22.16,N
DeliveryDate,1:00,FRO_FRONTEG1,23.71,N
DeliveryDate,1:00,FRO_FRONTEG2,23.71,N
DeliveryDate,1:00,FRO_FRONTEG3,23.71,N
DeliveryDate,1:00,FTR_CC1,22.12,N
DeliveryDate,1:00,FTR_FTR_G1_4,22.12,N
DeliveryDate,1:00,GBY_GBY_5,22.01,N
DeliveryDate,1:00,GBY_GT,21.99,N
DeliveryDate,1:00,GIB_GIB_CRG1,22.15,N
DeliveryDate,1:00,GID_GIDEONG1,22.29,N
DeliveryDate,1:00,GID_GIDEONG2,22.29,N
DeliveryDate,1:00,GID_GIDEONG3,22.29,N
DeliveryDate,1:00,GOA_GOATWIND,22.3,N
DeliveryDate,1:00,GPASTURE_ALL,22.18,N
DeliveryDate,1:00,GRANDVW1_A_B,22.09,N
DeliveryDate,1:00,GRSES_UNIT1,22.19,N
DeliveryDate,1:00,GRSES_UNIT2,22.19,N
DeliveryDate,1:00,GUADG_CC1,22.46,N
DeliveryDate,1:00,GUADG_CC2,22.46,N
DeliveryDate,1:00,GUADG_CCU1,22.46,N
DeliveryDate,1:00,GUADG_CCU2,22.46,N
DeliveryDate,1:00,GUNMTN_NODE,22.41,N
DeliveryDate,1:00,GWEC_G1,22.25,N
DeliveryDate,1:00,HAYSEN1_2,22.4,N
DeliveryDate,1:00,HAYSEN3_4,22.4,N
DeliveryDate,1:00,HB_BUSAVG,22.25,N
DeliveryDate,1:00,HB_HOUSTON,22,N
DeliveryDate,1:00,HB_HUBAVG,22.26,N
DeliveryDate,1:00,HB_NORTH,22.16,N
DeliveryDate,1:00,HB_SOUTH,22.62,N
DeliveryDate,1:00,HB_WEST,22.25,N
DeliveryDate,1:00,HELIOS_RN,22.75,N
DeliveryDate,1:00,HHGT_KENDAL,22.44,N
DeliveryDate,1:00,HHOLLW2_WND1,22.26,N
DeliveryDate,1:00,HHOLLW3_WND1,22.26,N
DeliveryDate,1:00,HHOLLW4_WND1,22.26,N
DeliveryDate,1:00,HLSES_UNIT3,22.16,N
DeliveryDate,1:00,HLSES_UNIT4,22.16,N
DeliveryDate,1:00,HLSES_UNIT5,22.16,N
DeliveryDate,1:00,HORSECRK_RN,22.13,N
DeliveryDate,1:00,HOVEY_GEN,24.22,N
DeliveryDate,1:00,HOVEY_UNIT1,24.22,N
DeliveryDate,1:00,HRFDWIND_ALL,22.08,N
DeliveryDate,1:00,HWF_HWFG1,22.22,N
DeliveryDate,1:00,H_HOLLO_WND1,22.26,N
DeliveryDate,1:00,INDN_INDNNWP,22.37,N
DeliveryDate,1:00,IND_INADALE1,22.28,N
DeliveryDate,1:00,INGLCOSW_CC1,26.21,N
DeliveryDate,1:00,INGLCOSW_STG,26.21,N
DeliveryDate,1:00,INGLCOS_CTG1,26.21,N
DeliveryDate,1:00,INGLCOS_CTG2,26.21,N
DeliveryDate,1:00,INGLCO_PUN1,26.21,N
DeliveryDate,1:00,INGLCO_PUN2,26.21,N
DeliveryDate,1:00,INGLCO_PUN3,26.21,N
DeliveryDate,1:00,INKS_INKS_G1,22.32,N
DeliveryDate,1:00,IN_INDNENR,22.38,N
DeliveryDate,1:00,IN_INDNENR_2,22.37,N
DeliveryDate,1:00,JACKCNTY_CC1,22.17,N
DeliveryDate,1:00,JACKCNTY_CT1,22.17,N
DeliveryDate,1:00,JACKCNTY_CT2,22.17,N
DeliveryDate,1:00,JACKCNTY_STG,22.17,N
DeliveryDate,1:00,JCKCNTY2_CC1,22.16,N
DeliveryDate,1:00,JCKCNTY2_CT3,22.16,N
DeliveryDate,1:00,JCKCNTY2_CT4,22.16,N
DeliveryDate,1:00,JCKCNTY2_ST2,22.16,N
DeliveryDate,1:00,KEECHI_U1,22.17,N
DeliveryDate,1:00,KEO_KEO_SM1,22.36,N
DeliveryDate,1:00,KING_KINGNE,22.36,N
DeliveryDate,1:00,KING_KINGNW,22.36,N
DeliveryDate,1:00,KING_KINGSE,22.36,N
DeliveryDate,1:00,KING_KINGSW,22.36,N
DeliveryDate,1:00,KMCHI_CC1,22.16,N
DeliveryDate,1:00,KMCHI_CC2,22.16,N
DeliveryDate,1:00,LAMESASLR_G,22.43,N
DeliveryDate,1:00,LARDVFTN_G4,23.32,N
DeliveryDate,1:00,LARDVFTN_G5,23.32,N
DeliveryDate,1:00,LASSO_GEN,24.21,N
DeliveryDate,1:00,LEG_LEG_G1,22.12,N
DeliveryDate,1:00,LEG_LEG_G2,22.12,N
DeliveryDate,1:00,LEONLCPCT1_2,22.56,N
DeliveryDate,1:00,LEONLCPCT3_4,22.56,N
DeliveryDate,1:00,LFBIO_UNIT1,22.15,N
DeliveryDate,1:00,LGD_LANGFORD,22.82,N
DeliveryDate,1:00,LGE_CC1,26.21,N
DeliveryDate,1:00,LGE_LGE_GT1,26.21,N
DeliveryDate,1:00,LGE_LGE_GT2,26.21,N
DeliveryDate,1:00,LGE_LGE_STG,26.21,N
DeliveryDate,1:00,LGE_PUN1,26.21,N
DeliveryDate,1:00,LGE_PUN2,26.21,N
DeliveryDate,1:00,LGW_UNIT_ALL,22.22,N
DeliveryDate,1:00,LHM_CVC_G4,22.01,N
DeliveryDate,1:00,LHM_PUN1,22.01,N
DeliveryDate,1:00,LHM_PUN2,22.01,N
DeliveryDate,1:00,LHORN_N_U1_2,22.08,N
DeliveryDate,1:00,LHSES_UNIT1,22.16,N
DeliveryDate,1:00,LHSES_UNIT2,22.16,N
DeliveryDate,1:00,LNCRK_ALL,22.23,N
DeliveryDate,1:00,LONEWOLF_ALL,22.29,N
DeliveryDate,1:00,LOSTPI_CC1,22.29,N
DeliveryDate,1:00,LOS_LOSTPGT1,22.29,N
DeliveryDate,1:00,LOS_LOSTPGT2,22.29,N
DeliveryDate,1:00,LOS_LOSTPST1,22.29,N
DeliveryDate,1:00,LPCCS_CC1,22.16,N
DeliveryDate,1:00,LPCCS_CC2,22.16,N
DeliveryDate,1:00,LPCCS_CT11,22.16,N
DeliveryDate,1:00,LPCCS_CT12,22.16,N
DeliveryDate,1:00,LPCCS_CT21,22.16,N
DeliveryDate,1:00,LPCCS_CT22,22.16,N
DeliveryDate,1:00,LPCCS_UNIT1,22.16,N
DeliveryDate,1:00,LPCCS_UNIT2,22.16,N
DeliveryDate,1:00,LV1A_LV1B,23.77,N
DeliveryDate,1:00,LV3_RN,23.66,N
DeliveryDate,1:00,LV3_UNIT1,23.57,N
DeliveryDate,1:00,LV4_UNIT_1,23.57,N
DeliveryDate,1:00,LV5_UNIT1,23.67,N
DeliveryDate,1:00,LZ_AEN,22.31,N
DeliveryDate,1:00,LZ_CPS,22.54,N
DeliveryDate,1:00,LZ_HOUSTON,21.99,N
DeliveryDate,1:00,LZ_LCRA,22.34,N
DeliveryDate,1:00,LZ_NORTH,22.16,N
DeliveryDate,1:00,LZ_RAYBN,22.16,N
DeliveryDate,1:00,LZ_SOUTH,23.62,N
DeliveryDate,1:00,LZ_WEST,22.36,N
DeliveryDate,1:00,MARBFA,22.38,N
DeliveryDate,1:00,MARIAH_ALL,22.08,N
DeliveryDate,1:00,MAR_MARSFOG1,22.32,N
DeliveryDate,1:00,MAR_MARSFOG2,22.32,N
DeliveryDate,1:00,MAR_MARSFOG3,22.32,N
DeliveryDate,1:00,MCDLD_FCSBW1,22.34,N
DeliveryDate,1:00,MCSES_UNIT6,22.16,N
DeliveryDate,1:00,MCSES_UNIT7,22.16,N
DeliveryDate,1:00,MCSES_UNIT8,22.16,N
DeliveryDate,1:00,MDANP_CT1_2,22.16,N
DeliveryDate,1:00,MDANP_CT3_4,22.16,N
DeliveryDate,1:00,MDANP_CT5_6,22.16,N
DeliveryDate,1:00,MESQCRK_ALL,22.34,N
DeliveryDate,1:00,MGSES_CT123,22.32,N
DeliveryDate,1:00,MGSES_CT456,22.32,N
DeliveryDate,1:00,MIAM1_G1_G2,22.1,N
DeliveryDate,1:00,MIL_MILG1_2,22.17,N
DeliveryDate,1:00,MIL_MILG345,22.17,N
DeliveryDate,1:00,MIRAGE_G1,21.99,N
DeliveryDate,1:00,MIRASOLE_GEN,23.63,N
DeliveryDate,1:00,MLSES_UNIT1,22.15,N
DeliveryDate,1:00,MLSES_UNIT2,22.15,N
DeliveryDate,1:00,MLSES_UNIT3,22.15,N
DeliveryDate,1:00,MNSES_UNIT1,22.16,N
DeliveryDate,1:00,MNSES_UNIT2,22.16,N
DeliveryDate,1:00,MNSES_UNIT3,22.16,N
DeliveryDate,1:00,MOZART_WIND1,22.28,N
DeliveryDate,1:00,MWEC_G1,22.18,N
DeliveryDate,1:00,NACPW_UNIT1,22.15,N
DeliveryDate,1:00,NCARBIDEG8,43.72,N
DeliveryDate,1:00,NCARBIDE_1_7,43.72,N
DeliveryDate,1:00,NCARBID_PUN1,43.72,N
DeliveryDate,1:00,NCARBID_PUN2,43.72,N
DeliveryDate,1:00,NEDIN_CC1,23.72,N
DeliveryDate,1:00,NED_NEDIN_G1,23.72,N
DeliveryDate,1:00,NED_NEDIN_G2,23.72,N
DeliveryDate,1:00,NED_NEDIN_G3,23.72,N
DeliveryDate,1:00,NUECES_B_CC1,24.57,N
DeliveryDate,1:00,NUE_NUECESG7,24.54,N
DeliveryDate,1:00,NUE_NUECESG8,24.57,N
DeliveryDate,1:00,NUE_NUECESG9,24.57,N
DeliveryDate,1:00,NWF_NWF1,22.38,N
DeliveryDate,1:00,OECCS_1,22.33,N
DeliveryDate,1:00,OECCS_2,22.33,N
DeliveryDate,1:00,OECCS_CC1,22.33,N
DeliveryDate,1:00,OECCS_CC2,22.33,N
DeliveryDate,1:00,OGSES_1,22.11,N
DeliveryDate,1:00,OGSES_2,22.11,N
DeliveryDate,1:00,OKLA_OKLA_G1,22.15,N
DeliveryDate,1:00,OLIN_OLING_1,22.16,N
DeliveryDate,1:00,OLIN_OLING_2,22.16,N
DeliveryDate,1:00,OLIN_OLING_3,22.16,N
DeliveryDate,1:00,OLIN_OLING_4,22.16,N
DeliveryDate,1:00,OWF_OWF,22.33,N
DeliveryDate,1:00,OXY_OXY_CCG1,24.37,N
DeliveryDate,1:00,OXY_PUN1,24.37,N
DeliveryDate,1:00,OXY_PUN2,24.37,N
DeliveryDate,1:00,PANDA_S_CC1,22.16,N
DeliveryDate,1:00,PANDA_S_CT1,22.16,N
DeliveryDate,1:00,PANDA_S_CT2,22.16,N
DeliveryDate,1:00,PANDA_S_ST1,22.16,N
DeliveryDate,1:00,PANDA_T1_CC1,22.22,N
DeliveryDate,1:00,PANDA_T1_CT1,22.22,N
DeliveryDate,1:00,PANDA_T1_CT2,22.22,N
DeliveryDate,1:00,PANDA_T1_ST1,22.22,N
DeliveryDate,1:00,PANDA_T2_CC1,22.22,N
DeliveryDate,1:00,PANDA_T2_CT1,22.22,N
DeliveryDate,1:00,PANDA_T2_CT2,22.22,N
DeliveryDate,1:00,PANDA_T2_ST1,22.22,N
DeliveryDate,1:00,PAP1_PAP1,25.35,N
DeliveryDate,1:00,PB2SES_CT1,22.48,N
DeliveryDate,1:00,PB2SES_CT2,22.48,N
DeliveryDate,1:00,PB2SES_CT3,22.48,N
DeliveryDate,1:00,PB2SES_CT4,22.48,N
DeliveryDate,1:00,PB2SES_CT5,22.48,N
DeliveryDate,1:00,PBSES_UNIT6,22.48,N
DeliveryDate,1:00,PC_NORTH_1,22.31,N
DeliveryDate,1:00,PC_SOUTH_ALL,22.31,N
DeliveryDate,1:00,PEARSA_1_24,22.83,N
DeliveryDate,1:00,PEAR_PEARS_1,22.83,N
DeliveryDate,1:00,PEAR_PEARS_2,22.83,N
DeliveryDate,1:00,PEAR_PEARS_3,22.83,N
DeliveryDate,1:00,PENA_ALL,23.81,N
DeliveryDate,1:00,PH1_UNIT1_2,22.09,N
DeliveryDate,1:00,PH2_U1_U2,22.09,N
DeliveryDate,1:00,PNPI_GT2_RN,21.95,N
DeliveryDate,1:00,PR_PR_G2,22,N
DeliveryDate,1:00,PSA_CC1,22.01,N
DeliveryDate,1:00,PSA_PSA_G1,22.01,N
DeliveryDate,1:00,PSA_PSA_G2,22.01,N
DeliveryDate,1:00,PSA_PSA_G3,22.01,N
DeliveryDate,1:00,PSA_PSA_G4,22.01,N
DeliveryDate,1:00,PSA_PSA_G5,22.01,N
DeliveryDate,1:00,PSA_PSA_G6,22.01,N
DeliveryDate,1:00,PSA_PSA_G7,22.01,N
DeliveryDate,1:00,PSA_PUN1,22.01,N
DeliveryDate,1:00,PSA_PUN2,22.01,N
DeliveryDate,1:00,PSA_PUN3,22.01,N
DeliveryDate,1:00,PSA_PUN4,22.01,N
DeliveryDate,1:00,PSA_PUN5,22.01,N
DeliveryDate,1:00,PSG_CC1,22,N
DeliveryDate,1:00,PSG_PSG_GT2,22,N
DeliveryDate,1:00,PSG_PSG_GT3,22,N
DeliveryDate,1:00,PSG_PSG_ST1,22,N
DeliveryDate,1:00,PYR_PYRON1,22.28,N
DeliveryDate,1:00,QALSW_ALL,22.33,N
DeliveryDate,1:00,QALSW_CC1,22.33,N
DeliveryDate,1:00,QALSW_CC2,22.33,N
DeliveryDate,1:00,RAYBURN_CC1,22.85,N
DeliveryDate,1:00,RAYBURN_G1_2,24.02,N
DeliveryDate,1:00,RAYB_G78910,22.85,N
DeliveryDate,1:00,RDCAN_RDCNY1,22.13,N
DeliveryDate,1:00,REDFISH_ALL,23.83,N
DeliveryDate,1:00,REDGATE_ALL,23.73,N
DeliveryDate,1:00,REROCK_ALL,24.22,N
DeliveryDate,1:00,RHESS_1,22.3,N
DeliveryDate,1:00,RIONOG_CC1,22.43,N
DeliveryDate,1:00,RIONOG_CT1,22.43,N
DeliveryDate,1:00,RIONOG_CT2,22.43,N
DeliveryDate,1:00,RIONOG_CT3,22.43,N
DeliveryDate,1:00,RIONOG_ST1,22.43,N
DeliveryDate,1:00,RN_ECEC_HOLT,22.35,N
DeliveryDate,1:00,RN_OCI_ALAMO,22.55,N
DeliveryDate,1:00,RN_SR_WIND1,23.75,N
DeliveryDate,1:00,RN_TOSBATT,22.34,N
DeliveryDate,1:00,ROUTE66_RN,22.09,N
DeliveryDate,1:00,RSK_RN,22.32,N
DeliveryDate,1:00,SANDHSYD1_2,22.31,N
DeliveryDate,1:00,SANDHSYD3_4,22.31,N
DeliveryDate,1:00,SANDHSYD6_7,22.31,N
DeliveryDate,1:00,SANDHSYD_5AC,22.31,N
DeliveryDate,1:00,SANDHSYD_CC1,22.31,N
